Gene,Control_baseline_blood1,Control_baseline_blood2,Control_baseline_blood3,Control_baseline_blood4,Control_baseline_blood5,Control_baseline_blood6,Control_baseline_blood7,Control_baseline_blood8,Control_baseline_blood9,Control_baseline_blood10,Control_final_blood1,Control_final_blood2,Control_final_blood3,Control_final_blood4,Control_final_blood5,Control_final_blood6,Control_final_blood7,Control_final_blood8,Control_final_blood9,Control_final_blood10
Tnfrsf13c,83661,78948,76029,75450,74814,60658,88980,55702,70641,71185,66830,66737,74310,69147,58584,71684,71644,63303,86152,75631
Tnfrsf14,65501,71324,69027,73208,82236,112205,74851,88606,69758,75160,118293,90966,111981,100523,107470,124135,91668,89958,83841,96041
Tnfrsf17,3704,1845,2890,1466,1385,959,755,1058,1962,2311,141,1298,188,724,198,728,604,3927,0,932
Tnfrsf18,17075,15740,14005,10434,15834,13666,14021,17862,18347,18212,10292,14170,13810,17015,11281,13987,18515,16302,12543,19063
Tnfrsf19,1807,2336,2779,3018,1979,1558,1726,5641,3041,3143,564,4976,1315,1448,2177,728,2717,4403,2641,2279
Tnfrsf1a,71825,87556,84588,68206,84017,103694,71939,113518,105274,92448,97990,78527,84362,78198,115189,73141,113603,83532,124441,164006
Tnfrsf1b,127388,128752,159617,146760,193171,167229,163185,191313,167870,138394,163269,119954,120342,150121,169814,128943,203862,123037,218845,220366
Tnfrsf21,21051,28775,31457,24489,33449,41597,23405,41247,29336,21171,41593,30611,28465,32341,30282,28703,27168,23322,41260,41442
Tnfrsf22,6686,7009,7447,7761,6037,6593,7658,7521,5396,7211,3243,8329,6012,4948,4948,4225,5333,6307,7262,4662
Tnfrsf23,3614,3812,4113,5605,4453,4316,4638,4936,5004,2126,1692,2163,3570,3138,3563,2623,3421,3332,5941,4041
Tnfrsf25,13552,13404,20008,12331,16328,11508,10138,14337,17072,11186,10715,11790,12119,11464,13458,15881,14389,14041,12543,16162
Tnfrsf26,69115,65175,65136,76657,65413,53705,74420,59815,65735,59999,45118,60788,66230,57683,56605,60319,61682,54498,64696,56775
Tnfrsf4,7860,6272,5113,3622,6333,7313,2696,3878,6377,5639,3948,3678,6576,6154,5146,4080,5232,5593,6932,8288
Tnfrsf8,1626,1968,1334,690,891,1319,431,1058,1472,1757,987,1082,939,1689,1583,583,1711,476,660,1450
Tnfrsf9,2349,1353,2445,3277,2573,2278,4206,2350,3630,3698,2679,2488,1503,3379,2771,2768,1811,4165,2311,2072
Tnfsf10,15359,17708,13005,14573,15438,14146,14129,15864,14717,20616,13253,18604,14843,14240,13656,19524,16200,16897,22116,18234
Tnfsf11,723,738,889,862,396,959,647,1058,1177,1017,987,0,939,603,990,874,503,1904,660,207
Tnfsf12,361,369,222,172,990,120,1402,588,883,740,987,216,752,241,0,728,704,595,330,622
Tnfsf13,452,615,222,431,297,480,216,0,196,832,1269,324,94,0,1188,0,503,714,0,518
Tnfsf13b,3343,4181,3223,2932,4552,3836,4314,5758,5789,5547,4794,4867,3664,4586,5938,2040,5333,5474,4621,7149
Tnfsf14,25658,36769,27677,19832,26917,27812,22218,33139,34928,33096,36376,29421,29029,29928,48094,22875,36526,29629,44231,51906
Tnfsf15,0,123,111,172,0,0,108,118,0,92,0,0,0,362,0,0,101,0,0,311
Tnfsf18,723,861,445,345,198,480,863,705,1177,1294,423,1514,188,483,0,0,805,238,660,104
Tnfsf4,632,1107,445,776,297,719,0,353,392,832,705,1839,752,483,0,291,604,476,330,414
Tnfsf8,23219,18692,18340,19401,18704,16783,19630,20095,19328,23667,17624,30827,24050,27635,27709,29723,25256,23084,24426,26730
Tnfsf9,542,738,556,862,990,719,1079,823,392,924,564,973,282,965,396,874,704,1309,330,622
Tnik,127479,129121,141277,124600,160613,135461,130936,175448,141674,114913,216847,107299,122221,151810,142699,126612,107566,133151,139625,166181
Tnip1,66676,55214,65359,63378,82335,66412,73989,72271,67109,65730,61050,59274,52045,60217,54230,56531,61984,59496,98035,80811
Tnip2,20147,18077,16895,20350,19000,24095,18120,20212,17758,20523,14663,18280,17004,14240,15636,12093,18213,16183,18485,20617
Tnip3,2168,2213,1890,1638,1286,1678,2265,2233,1374,2404,1692,2812,2349,3258,990,2623,3723,1309,1650,3108
Tnk1,1807,2091,2557,2414,1781,3117,1510,2820,2453,2311,6063,7788,5637,7965,8511,9908,4830,4760,2311,3523
Tnk2,28459,22381,29900,28973,39980,33206,29229,25148,33751,30138,32287,26717,31941,29807,31271,37882,27772,34865,45551,36987
Tnks,82938,95549,98371,94161,89064,97101,97717,93894,88497,82833,80084,77121,75155,87731,81740,90916,75165,76393,69978,77703
Tnks1bp1,13823,10822,12560,11123,18110,10429,12295,15277,13245,11926,8742,7463,8549,9171,9302,9033,10163,11066,17494,12433
Tnks2,332565,321203,329794,346120,299751,322590,337910,348311,302284,326896,276768,309675,294890,282985,300243,303053,287279,288435,303676,297448
Tnmd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnn,1988,738,2112,1983,1583,1319,2912,588,1864,1387,423,1839,2536,2172,1781,1166,3421,2142,660,2487
Tnnc1,0,123,111,431,0,0,0,0,0,0,0,0,0,0,0,146,0,357,0,0
Tnnc2,0,246,111,0,99,120,0,118,196,92,0,0,188,0,198,0,0,238,330,414
Tnni1,361,615,111,86,198,599,647,235,1177,185,0,0,282,724,1583,0,0,476,1320,414
Tnni2,2981,6149,4668,3708,2375,5155,3236,3995,4317,4437,2961,4002,5449,5430,2177,4225,4226,5355,5611,6009
Tnni3,361,369,0,172,198,120,0,588,196,0,705,0,376,483,396,583,604,119,0,622
Tnni3k,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnnt1,2439,2459,2668,2328,3958,3237,2373,1998,2158,1849,6345,4327,3194,3862,4354,6119,2817,3213,2641,4662
Tnnt2,1897,2828,1778,2501,2771,2398,2589,4231,3336,1572,9869,1947,3194,5792,3563,4808,3019,3927,1980,4559
Tnnt3,2530,3074,2668,3190,2276,3117,3451,2938,2060,2219,2115,3678,2349,1207,1979,1166,2516,2499,3301,2901
Tnp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnp2,90,0,111,0,0,0,0,588,196,0,0,0,188,0,198,0,201,0,330,104
Tnpo1,253512,250740,260434,254114,229489,255099,244076,276980,222617,251273,242648,226280,221520,240869,273721,234429,215333,215256,201351,213736
Tnpo2,55292,44639,53687,55876,52251,53465,57163,56759,56709,52326,63306,50296,44999,56959,64521,57114,63896,57711,63706,53874
Tnpo3,112120,113503,116267,124427,112518,115802,118317,118454,100467,109736,90658,115087,91971,101851,95001,95870,92774,107330,97705,97284
Tnr,1807,2091,1778,2501,2078,2038,1294,7873,1766,1757,282,865,1315,1086,396,146,704,3570,1650,1140
Tnrc18,39030,43163,45907,44494,63236,46153,45299,42658,57003,41509,32710,29637,26962,32341,28896,27391,43570,41885,77239,57293
Tnrc6a,178344,165643,182070,187029,178921,175980,184972,173803,160512,168348,121959,138342,131240,137329,140324,140017,144293,150524,144246,123704
Tnrc6b,418213,410480,416383,430710,434734,484425,481250,445378,396766,421655,530414,419353,422935,521562,490640,503243,412655,539745,375304,332570
Tnrc6c,127840,107600,128605,125721,133894,131865,132230,106233,125682,110937,80366,79393,76846,86404,83720,85817,105855,106973,114539,101325
Tns1,6866,6272,8225,6812,10292,9830,10354,13397,8830,7396,12266,11033,11273,11947,11875,14570,12980,10352,17164,10464
Tns3,24032,28652,25454,24834,26719,30329,25562,29378,25804,20523,23828,22498,21513,21239,25532,28703,26967,19753,32348,31496
Tns4,3614,4796,3446,3018,5443,3716,4746,4231,3336,3236,4230,2488,2630,3982,4948,1457,3824,2975,6602,9842
Tnxb,271,123,0,86,198,120,0,353,98,92,705,0,376,0,0,728,0,1071,660,1347
Tob1,18250,18692,21564,14400,22959,15824,16178,15982,18347,18674,16637,16116,13622,18584,15042,12530,16804,17254,20135,22897
Tob2,38668,37752,44350,44235,52647,40878,34837,40777,45622,40954,39055,38290,36826,35237,37605,30888,41356,35102,52483,56982
Toe1,28278,28529,28233,23713,24047,26493,31494,27968,29434,26255,21431,22606,23298,21842,23552,25789,26363,25107,21455,28906
Tollip,122871,134162,133274,121582,161701,123953,115189,163697,115184,100029,259990,125903,120342,163999,137949,146573,122659,147906,156789,207001
Tom1,24032,22258,25677,24230,25136,24215,24375,23738,22173,23389,24251,15143,19634,26187,18011,17047,30086,22608,25746,31910
Tom1l1,24122,29636,22231,24920,26917,33206,25346,32904,20407,22557,61332,42292,46784,48512,54428,67896,36727,44622,22446,29838
Tom1l2,40565,33325,38570,38113,44829,37162,41956,35019,37086,33559,31018,20876,22265,31255,28104,27391,32099,33199,35649,35951
Tomm20,115282,126169,109042,110286,96783,107650,104296,104235,103018,119535,126893,135097,162523,131054,146460,136665,125074,126488,113879,127433
Tomm20l,1175,369,667,431,0,480,0,353,491,185,564,108,188,0,396,1311,402,0,330,0
Tomm22,73271,74152,68582,67517,74220,66292,66439,64398,74173,85052,80789,90209,88683,81698,86886,87274,84624,90196,87472,93244
Tomm34,47251,42548,44462,47943,51361,46992,49182,49238,47879,48443,41452,31368,39550,44167,34438,37590,45482,50095,42911,51181
Tomm40,16714,15986,20452,16038,18209,16543,14992,17275,20113,17010,16073,13304,15689,18463,13656,16027,19420,14398,25416,20203
Tomm40l,20418,20413,18118,18712,13756,15344,21787,18802,19917,22095,16073,18604,21231,20515,17615,16027,20829,19396,22776,24969
Tomm5,44721,34678,36125,36561,28699,30689,30847,36899,41207,42341,30877,43266,49884,41995,38594,46187,38237,33913,28387,36262
Tomm6,10390,7993,8448,8450,9797,7792,8089,13397,9811,6749,11984,13088,10897,11344,13063,13841,11672,7734,9572,8806
Tomm7,51226,56813,46796,48891,51262,47352,47564,52176,50430,59721,55833,62952,68579,57804,52646,67459,61984,59377,43571,46208
Tomm70a,151149,140311,136386,145381,116279,127669,126514,142074,124210,140521,127034,150889,138849,135036,136366,149487,130005,141719,138635,123807
Tomt,4066,2582,4113,3018,2969,3357,3883,3290,4219,2496,3243,2920,4885,3138,2969,1311,3522,3570,2641,2279
Tonsl,9396,10084,10893,10261,11677,9950,10678,5288,12362,9152,7191,5408,10428,8327,11479,5828,12477,9995,11553,7978
Top1,76162,87925,89145,78295,72934,90268,77009,89546,69856,80707,127880,99079,120624,103661,113407,126612,85328,108996,80870,69000
Top1mt,4879,3074,3890,4915,3167,3476,3775,4701,4415,4900,2397,4110,3194,1931,3563,2768,2717,3570,3961,4144
Top2a,139133,186057,154615,181165,161108,222972,178716,193663,153840,144034,385756,298642,309263,366855,362389,418593,205170,261424,134014,171880
Top2b,711296,724797,715720,714056,555267,637268,657593,613423,649798,739121,559036,677109,704955,601449,710528,638306,544471,562473,524832,512945
Top3a,22316,20290,23453,21988,25037,18581,20492,21740,22075,22280,24392,26284,17474,24015,20386,21126,25961,24155,27067,24761
Top3b,44992,39105,41905,42683,46511,42556,44976,37722,46113,45669,32710,38615,36732,43081,31271,34531,38136,43194,43901,39473
Topbp1,154583,148550,150280,169266,143394,166510,155096,131381,144323,155960,171306,164194,171260,161827,151804,151090,132420,136007,122131,125983
Topors,68211,71447,66025,73811,64423,63056,70645,67571,72014,67857,68663,76580,64539,74819,63532,57697,72952,59853,74929,61230
Tor1a,33699,30743,35792,31904,32855,35004,33219,26676,37479,33096,29044,32990,33632,33789,42948,31617,39947,32604,36309,45690
Tor1aip1,111939,110429,114044,105543,112023,108010,115405,109053,104980,116115,87697,91940,94320,99196,94407,84651,98510,102095,121801,117591
Tor1aip2,139856,145722,140165,151244,138941,149607,140535,144307,130391,143387,173562,159434,149653,159413,149824,176441,136646,161828,115199,133857
Tor1b,59990,52386,54688,65447,55517,59819,57595,49356,64165,63419,54141,57652,55145,52373,47896,55948,56248,52713,52483,56464
Tor2a,26923,30251,25343,26041,30183,25414,24807,25736,26490,25793,30877,34288,30814,24377,29292,25789,28979,25583,39280,34293
Tor3a,26923,26193,27788,22247,28798,25174,25562,27146,29041,26163,20867,20443,20856,23894,20188,28994,27571,22132,37629,27559
Tox,6957,7009,5558,8019,8511,4915,6148,6933,7064,6656,5076,3029,4227,3862,4750,5974,4931,9519,9902,3937
Tox2,90,123,333,259,0,0,108,470,392,185,0,108,282,0,0,0,101,0,0,0
Tox3,0,0,333,0,198,120,0,470,0,0,0,324,0,0,0,0,0,0,0,0
Tox4,81492,65790,81476,79589,84611,86552,90598,81907,75546,77194,69932,77987,78631,77836,71647,75326,78989,81747,84831,82987
Tpbg,0,0,0,0,99,0,108,353,98,92,0,0,0,121,0,146,101,119,0,0
Tpbpa,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0
Tpbpb,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,238,0,0
Tpcn1,37674,38121,41460,47081,56210,60418,49613,43715,45917,38828,63870,43807,59466,57321,51459,69061,54135,49262,63376,63302
Tpcn2,15901,17708,20008,17159,17912,16183,20492,17745,22468,20431,11843,6057,13998,10861,11677,8888,19722,17016,12873,16888
Tpd52,200840,253691,237203,215398,227411,294059,189070,300366,228405,244340,284946,237854,264922,240387,468078,218694,294826,250477,263406,367277
Tpd52l1,361,123,111,0,297,360,539,588,98,555,141,0,94,0,792,0,101,238,0,207
Tpd52l2,65862,75628,63358,71311,61949,66892,61801,70156,62007,64251,66689,73011,70458,70716,82730,84797,69832,68182,70968,69829
Tph1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tph2,542,369,222,690,693,1439,755,0,687,832,1128,1082,1033,603,990,1603,1006,1309,330,725
Tpi1,107151,142893,122158,103819,126472,102375,99335,168515,115871,102155,249134,151106,144861,185841,151408,161289,143488,145408,128732,195294
Tpk1,12558,10699,12783,16211,16625,15105,15315,12104,14619,11741,15086,20119,15125,17860,15833,14716,13886,13684,11553,12743
Tpm1,137055,166873,149502,136154,157248,172384,130505,196953,137063,143941,373066,231472,259567,277555,291336,313252,185146,234532,188477,223060
Tpm2,15991,14757,14339,11382,18308,15944,13913,18567,12068,8135,41170,15143,18037,26669,19594,27391,27369,31057,20135,31599
Tpm3,273749,267218,293558,275930,314991,270683,291964,290730,254601,231397,364889,271925,226499,311585,251753,224085,305492,306760,329093,391521
Tpm4,1141164,1439756,1197351,1097685,1360905,1114620,1144235,1442719,1032239,897207,3127780,1446050,1379096,1974139,1620756,1675973,1292805,1582944,1221967,2002983
Tpmt,1807,2091,1778,3535,1583,1678,3236,3525,2355,1664,4230,2596,3100,1327,1979,1603,503,3094,660,1761
Tpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpp1,31712,36031,40460,33198,37902,37761,38720,41365,34830,34853,46105,37533,40396,38375,40573,38756,32099,38315,44561,53045
Tpp2,224149,226760,231756,218933,192379,222013,194355,233148,204270,217900,189212,206810,194182,188013,224044,208349,185247,178130,167682,168357
Tppp,8764,8362,10337,5605,7620,8152,7334,35607,6083,6379,8601,7139,6482,6758,6333,6265,5937,16064,6602,9014
Tppp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tppp3,16443,16232,19452,15349,16230,20499,15855,11751,23351,19599,19598,16441,11837,21722,32261,18067,22137,18682,27727,32325
Tpr,344942,403717,371810,378973,309351,355796,379434,399312,321710,350840,306800,330442,313397,292036,324389,310775,277317,288435,260435,262430
Tpra1,25478,24348,26566,22850,26917,25174,21679,26558,32475,25885,23405,30827,22171,27876,23354,26517,29382,21418,26077,33775
Tprg,0,0,0,172,99,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tprgl,187830,235122,212971,188581,217317,204151,189717,234793,212413,195158,326398,258729,251488,263677,282034,269251,248740,254047,231718,270097
Tprkb,34422,26931,29011,27248,25037,26733,29768,24325,26000,32911,28199,29853,31659,30652,28500,30888,28174,30581,26077,23725
Tprn,7408,7132,9559,8450,8807,7313,7873,9754,9517,7118,5358,8761,7328,7241,6333,5391,9358,8329,15844,11396
Tpsab1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0
Tpsb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,311
Tpsg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpst1,28549,27669,29567,32077,32360,34525,30954,28908,30807,30508,32851,28880,36638,35479,34438,40941,30086,35935,26077,30149
Tpst2,61797,65913,71472,51651,60366,60418,57271,58404,78588,63604,75713,52243,63412,63114,59178,61631,71945,70919,87472,91897
Tpt1,632,2582,1223,259,990,1918,863,1763,1570,1479,3525,1622,1973,2414,4354,4517,2314,2737,1650,932
Tpt1p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpte,90,369,222,86,198,480,216,0,0,0,0,0,188,121,0,0,101,0,0,104
Tpx2,68573,95918,73028,85969,77981,86911,74636,97537,72014,64806,172011,116601,128327,142277,142304,165659,85530,100667,58425,68793
Tra2a,64146,63208,61357,61998,51756,68450,56732,64163,53079,60831,65844,51703,56742,47788,49480,58571,48098,53546,46542,54703
Tra2b,175091,167119,173178,179182,149925,184012,146791,148655,144912,159842,182444,191018,178493,166895,177533,190283,153249,166588,138305,150226
Trabd,67669,65298,63024,61826,60861,64134,57810,61695,75154,64621,66126,59490,58057,65527,58782,61485,73354,74727,88792,78428
Tradd,21773,21643,18118,15435,23454,20139,20277,16922,20996,22650,15086,18172,21043,18463,16625,21855,22640,22013,17494,27248
Traf1,26743,24225,25121,23627,23256,18821,33112,25030,32279,30693,18893,27149,25835,26307,22959,24477,30791,26654,38290,33257
Traf2,48877,47098,52465,50012,46412,47951,53712,43715,52392,51586,46669,50080,45939,44409,37011,54783,55745,47716,55124,55946
Traf3,101188,91737,105263,105716,115388,99139,106453,98242,96641,93372,74162,72903,77786,88818,78772,88002,89454,92337,112888,101118
Traf3ip1,9938,10207,10115,10261,8906,6833,11109,10106,10106,9060,9165,5192,5167,5913,8708,9325,6239,8686,4291,6527
Traf3ip2,34512,26931,35569,36043,38496,28411,28474,24325,30905,31987,22559,17847,25553,25945,21573,22438,26866,26535,27397,25279
Traf3ip3,236888,206962,211193,227642,206333,201993,205680,204122,225168,231490,178074,204972,189391,191030,169023,204998,201749,179439,184516,195812
Traf4,21593,18815,24565,21988,24938,23376,23512,18920,19721,23852,23969,21308,23768,22325,20386,26809,21231,24393,21125,23415
Traf5,51046,44393,55132,54927,62345,50708,53604,41952,49939,50107,38773,41535,46784,46581,37802,51286,52827,50928,54134,60298
Traf6,66405,64314,65359,70880,63335,59339,67086,65338,59162,63327,51039,62086,54675,51287,54626,52597,58361,64374,75589,55221
Traf7,57280,57059,68137,60446,68975,73844,70322,69568,66716,58704,64575,47917,58245,52735,57198,58280,65506,72347,74599,73766
Trafd1,33157,43532,46796,39234,42949,44954,45515,56407,45818,44190,50898,38723,38517,43685,39782,40359,48299,38791,52153,64442
Traip,5601,8239,6447,7674,7422,9350,9491,7286,5691,6009,13958,12006,13528,16895,17417,18795,10062,10590,8582,7563
Trak1,62158,57059,58356,48288,68975,56342,62232,52999,59260,58520,69650,49323,53548,60941,48094,58717,56953,59258,62716,70347
Trak2,465103,505538,503083,581954,521621,989708,525902,568650,361249,499404,1078593,1070395,1214883,1019954,1371378,1324547,707078,798909,587878,580702
Tram1,196323,213479,218418,218071,193666,212543,199532,169103,176112,201721,251813,241531,267176,241352,224836,238217,218754,252143,227757,213114
Tram1l1,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0
Tram2,3252,3935,4557,3363,5344,4316,5069,4818,3140,3883,3243,1298,3476,2051,3167,4371,3924,3094,3631,3212
Trank1,0,246,0,172,792,0,216,36077,0,185,0,0,0,362,198,291,0,12256,0,104
Trap1,62971,58781,63358,60877,59277,52626,60507,56759,63773,58797,50193,43698,51105,49236,50865,55948,57758,54498,55454,52424
Trap1a,90,0,222,0,0,0,0,0,98,92,0,0,0,241,0,0,201,0,0,0
Trappc1,27736,33079,28455,30697,21079,27572,28689,28791,26098,29398,30454,37425,25741,29566,34438,31908,30489,31176,19805,29113
Trappc10,81312,78702,86589,91316,108263,102495,108394,88371,91735,82001,101797,95401,95165,91352,87282,86399,98409,95193,91763,107438
Trappc2,30176,45131,33124,33025,36022,33086,30954,38780,28943,27180,90517,40021,46690,64079,50073,47061,36023,49976,29707,49730
Trappc2l,18882,20536,23009,20953,23454,24455,23405,29143,26196,21171,34402,24012,29029,28359,25334,34968,29281,25821,30368,31392
Trappc3,37855,31850,33235,31732,31865,29490,31278,27733,31690,37164,39055,30827,32129,30290,34636,33365,36023,41290,34989,35018
Trappc4,36861,44024,36681,40441,40970,31768,30631,35372,35026,41971,48924,39588,44529,48512,39584,46478,46186,46526,36309,47865
Trappc5,48245,43532,51353,42769,42751,37881,39259,37604,53667,50199,42439,48566,49790,44409,38396,48372,48500,50095,55124,55221
Trappc6a,14726,22258,19230,14831,18704,17142,11756,16099,18249,14514,21854,19037,15595,22566,18209,21709,20728,17135,19145,23415
Trappc6b,53304,55952,58356,56566,49876,47471,50800,45595,51215,50014,65703,68035,61533,55149,63532,57114,51519,53427,57764,53563
Trappc8,192257,172038,191518,187891,161603,185091,180873,184967,167281,174911,150016,163761,169193,156999,160512,148176,152041,169920,153489,145046
Trappc9,86642,85343,82921,78813,103315,98659,79705,91543,91735,77749,106026,70307,72525,100644,92032,99221,90158,91147,79550,101118
Trat1,26923,28161,31234,35871,26521,24095,28258,35372,36203,37626,25943,43698,37390,29083,31865,40504,37130,37482,24756,33153
Trcg1,903,861,445,1121,693,240,971,1058,1570,1017,846,1406,658,1207,396,1020,1409,952,660,518
Trdmt1,22767,22627,19452,20436,18011,17622,19845,17275,21388,19044,24110,22390,20386,18584,20584,14716,18917,14517,21455,14919
Trdn,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trem1,24484,37506,30901,22333,32162,38481,25993,50061,44445,35777,38632,41860,43966,42237,66897,31908,40752,43670,49512,67239
Trem2,3795,4796,3335,3880,2573,4795,1618,2468,3532,2958,10292,5408,3852,5430,8115,4954,7044,3808,9902,6527
Trem3,27285,29882,27455,26041,29985,36682,28905,46888,39637,43173,36094,36668,36168,33910,71053,26226,48500,36411,41921,55325
Treml1,216831,386624,292780,213932,341513,263730,236526,354540,231251,172415,841726,311838,310109,533388,400785,423109,319679,344004,287832,561018
Treml2,259475,277671,285110,226263,335179,257497,274276,312235,252149,217345,480362,229633,223117,314602,247794,255556,236867,252381,329753,418769
Treml4,32163,30620,37904,35354,46709,40878,44436,46888,41403,37441,42862,33531,31565,41995,44928,25206,57053,27130,44891,48383
Trerf1,5511,4427,5002,5519,8115,6234,5285,4818,4513,4715,3525,2055,3664,2534,4156,2185,4729,5355,2971,6631
Trex1,64417,64191,64580,55100,72241,62936,57163,61695,71033,57040,45823,51486,54206,63476,49282,51869,75467,49500,73939,84127
Trex2,90,369,111,0,0,360,0,118,196,555,0,649,0,0,0,0,503,0,0,0
Trf,34512,36523,47129,31560,41267,37881,43358,57699,46898,32911,43567,40886,32035,38978,34240,32345,53028,43908,65686,64442
Trfr2,994,984,667,1207,1979,4196,431,1058,392,1294,1974,3029,3664,965,1188,1748,1711,1547,2311,1450
Trh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trhde,0,0,0,0,0,0,0,2468,0,0,0,0,0,0,0,0,0,1904,0,0
Trhr,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,119,0,0
Trhr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triap1,32705,40827,30012,31560,37209,28890,33327,40895,31396,28012,69791,40778,41523,52494,40573,50995,41356,45693,30038,53460
Trib1,10842,10576,10560,8192,13854,13666,11001,10341,14324,14699,11279,9302,12495,9292,15636,9325,13081,14517,17824,16784
Trib2,235352,224424,235869,239025,218406,195280,229839,202124,233213,247391,160873,194696,222271,191513,186044,223356,225396,255832,212573,182240
Trib3,542,2091,1890,2414,2573,1798,2049,1175,1177,832,1269,2271,1033,2172,1781,874,2214,1547,1980,2797
Tril,0,123,0,0,0,0,0,1528,0,0,282,0,0,0,0,0,0,1071,0,0
Trim10,246465,312349,405601,332841,409499,641464,326370,587805,333974,441254,1259487,1154871,1260445,1143526,2058354,1739789,773791,987630,723542,595000
Trim11,92244,81653,75140,77174,86195,82955,79381,72036,104490,96146,62178,80907,67264,75785,72240,61776,80700,72704,95394,77807
Trim12a,0,0,0,0,0,0,108,0,0,92,0,433,0,0,0,0,0,0,0,0
Trim13,10571,15740,13783,10779,10391,13546,10786,15512,13441,16363,10856,11357,10710,11585,12469,10199,9559,9638,8252,6009
Trim14,22135,18692,22008,19832,22167,20020,24375,21270,21879,18027,17342,19470,16346,16171,13063,16901,17710,17849,28387,18442
Trim15,2710,2213,2112,2501,3662,2398,2265,1645,2158,4160,3384,1190,3194,3258,3365,2914,2717,3689,3301,2694
Trim16,4969,5042,4668,5001,5344,4675,4422,7168,6475,4900,5922,5084,4791,3379,4750,2623,5937,4760,5281,7252
Trim17,19876,14634,17673,14228,18901,14625,18767,12221,16777,12943,10997,13521,10146,10378,10292,13550,11169,11780,15184,9946
Trim2,1084,1353,1223,1466,2276,1199,2589,19742,981,1664,2679,1514,1503,2776,3760,1894,1308,12375,660,1761
Trim21,42734,41565,40238,36819,38694,34884,46054,41835,41600,46501,27635,31584,41711,35358,38594,34094,33910,34865,40930,34811
Trim23,65320,60133,64914,67862,59574,61497,62232,60637,64165,67487,71060,80258,79946,73009,90845,76200,59669,71633,56774,54599
Trim24,117450,145968,118601,140552,119544,134622,136868,131263,116852,118333,210220,169061,165999,209373,193960,203104,128395,148977,127742,116969
Trim25,155034,154207,163730,154004,166946,156800,165881,149595,146384,144126,121536,112599,124945,126951,136564,134043,127691,123037,147877,153127
Trim26,81583,69725,75474,83986,81642,72885,88441,76619,91833,73866,58230,61329,69331,57321,55021,67459,68122,78415,76579,66721
Trim27,64869,57428,59023,68638,60267,55863,69135,58522,59358,59167,59781,49323,55897,55752,52251,52743,67216,66992,59745,61334
Trim28,101820,79563,97704,96231,113013,94823,101384,104587,106844,90322,79520,83827,81637,94127,75605,87274,105352,92218,115859,117487
Trim29,0,246,111,0,99,0,0,235,0,0,0,0,0,241,594,146,402,0,330,0
Trim3,10119,9715,9559,11123,11677,9350,9599,13279,12068,10632,13676,9518,10710,6637,9698,11510,10364,8805,15184,13054
Trim30a,217735,271153,225309,175733,183671,228606,210102,297898,208783,257098,162141,204106,222459,177876,306180,203104,172166,147430,227757,227204
Trim30d,3524,5534,3001,4829,3167,5155,2912,5288,3826,4900,3807,3029,3476,2172,3563,3060,2314,2261,990,5077
Trim30e-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim31,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,104
Trim32,6595,7501,8781,6984,10094,6234,5285,13162,6083,6471,3666,6706,5449,7603,7125,6702,5333,10352,7262,7770
Trim33,246555,294518,270104,250148,222166,233881,241056,273573,218889,235927,346278,236880,296957,301811,307961,325491,219157,265827,203001,206276
Trim34a,56015,58535,54465,53893,51262,54185,56732,60872,55826,64898,40465,51486,44905,41271,42355,33219,37331,35935,49512,46518
Trim35,78963,78579,81920,76226,77882,74204,79381,68981,72505,71924,65421,71821,72431,77353,61553,61776,74159,77344,87142,83712
Trim36,2530,2459,4002,4311,3563,2398,2912,2938,4219,2681,2961,433,2536,1086,3365,2185,2918,2142,3961,2383
Trim37,51859,61855,56022,67775,57892,75882,63850,88841,55041,62772,113358,96591,90656,94610,99949,109565,67015,99358,52153,59158
